,index,year,month,categories,problem_type_1,count
1958,1958,2016,9,CriminalBehaviour,Abuse of incapacitated persons,1
1959,1959,2016,9,CriminalBehaviour,Agression,21
1960,1960,2016,9,CriminalBehaviour,Break-in,71
1961,1961,2016,9,CriminalBehaviour,Corporal injury,6
1962,1962,2016,9,CriminalBehaviour,Crime against individual liberty,2
1963,1963,2016,9,CriminalBehaviour,Environmental crime,1
1964,1964,2016,9,CriminalBehaviour,Extortion,1
1965,1965,2016,9,CriminalBehaviour,Fishing in Prohibited Places,2
1966,1966,2016,9,CriminalBehaviour,Fraud (monetary),1
1967,1967,2016,9,CriminalBehaviour,Gang-sacking/pillaging,1
1968,1968,2016,9,CriminalBehaviour,Gunshot,8
1969,1969,2016,9,CriminalBehaviour,Illegal possession,3
1970,1970,2016,9,CriminalBehaviour,Illitcit Substance,67
1971,1971,2016,9,CriminalBehaviour,Irregular Construction,1
1972,1972,2016,9,CriminalBehaviour,Misuse of transport card,2
1973,1973,2016,9,CriminalBehaviour,Murder,1
1974,1974,2016,9,CriminalBehaviour,Obscene/libelous acts,4
1975,1975,2016,9,CriminalBehaviour,Physical/Verbal Agression,37
1976,1976,2016,9,CriminalBehaviour,Robbery,240
1977,1977,2016,9,CriminalBehaviour,Sexual harassment,6
1978,1978,2016,9,CriminalBehaviour,Theft,45
1979,1979,2016,9,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
1980,1980,2016,9,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,19
1981,1981,2016,10,CriminalBehaviour,Agression,17
1982,1982,2016,10,CriminalBehaviour,Break-in,82
1983,1983,2016,10,CriminalBehaviour,Corporal injury,15
1984,1984,2016,10,CriminalBehaviour,Crime against individual liberty,2
1985,1985,2016,10,CriminalBehaviour,False Identity,1
1986,1986,2016,10,CriminalBehaviour,Fishing in Prohibited Places,6
1987,1987,2016,10,CriminalBehaviour,Gambling,1
1988,1988,2016,10,CriminalBehaviour,Gang-sacking/pillaging,3
1989,1989,2016,10,CriminalBehaviour,Gunshot,15
1990,1990,2016,10,CriminalBehaviour,Illegal possession,4
1991,1991,2016,10,CriminalBehaviour,Illitcit Substance,70
1992,1992,2016,10,CriminalBehaviour,Irregular Construction,1
1993,1993,2016,10,CriminalBehaviour,Kidnapping and imprisonment,1
1994,1994,2016,10,CriminalBehaviour,Misuse of transport card,1
1995,1995,2016,10,CriminalBehaviour,Obscene/libelous acts,10
1996,1996,2016,10,CriminalBehaviour,Physical/Verbal Agression,44
1997,1997,2016,10,CriminalBehaviour,Rape,1
1998,1998,2016,10,CriminalBehaviour,Robbery,210
1999,1999,2016,10,CriminalBehaviour,Sexual harassment,4
2000,2000,2016,10,CriminalBehaviour,Theft,48
2001,2001,2016,10,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,25
2002,2002,2016,11,CriminalBehaviour,Agression,18
2003,2003,2016,11,CriminalBehaviour,Break-in,87
2004,2004,2016,11,CriminalBehaviour,Corporal injury,5
2005,2005,2016,11,CriminalBehaviour,Environmental crime,1
2006,2006,2016,11,CriminalBehaviour,Extortion,2
2007,2007,2016,11,CriminalBehaviour,Fishing in Prohibited Places,3
2008,2008,2016,11,CriminalBehaviour,Fraud (monetary),2
2009,2009,2016,11,CriminalBehaviour,Gang-sacking/pillaging,2
2010,2010,2016,11,CriminalBehaviour,Gunshot,7
2011,2011,2016,11,CriminalBehaviour,Illegal possession,3
2012,2012,2016,11,CriminalBehaviour,Illitcit Substance,71
2013,2013,2016,11,CriminalBehaviour,Misuse of transport card,2
2014,2014,2016,11,CriminalBehaviour,Obscene/libelous acts,8
2015,2015,2016,11,CriminalBehaviour,Physical/Verbal Agression,39
2016,2016,2016,11,CriminalBehaviour,Rape,1
2017,2017,2016,11,CriminalBehaviour,Robbery,195
2018,2018,2016,11,CriminalBehaviour,Sexual harassment,2
2019,2019,2016,11,CriminalBehaviour,Theft,42
2020,2020,2016,11,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,44
2021,2021,2016,12,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2022,2022,2016,12,CriminalBehaviour,Agression,15
2023,2023,2016,12,CriminalBehaviour,Break-in,82
2024,2024,2016,12,CriminalBehaviour,Corporal injury,8
2025,2025,2016,12,CriminalBehaviour,Environmental crime,2
2026,2026,2016,12,CriminalBehaviour,Extortion,1
2027,2027,2016,12,CriminalBehaviour,False money,1
2028,2028,2016,12,CriminalBehaviour,Fishing in Prohibited Places,7
2029,2029,2016,12,CriminalBehaviour,Gambling,1
2030,2030,2016,12,CriminalBehaviour,Gang-sacking/pillaging,1
2031,2031,2016,12,CriminalBehaviour,Gunshot,7
2032,2032,2016,12,CriminalBehaviour,Illegal possession,6
2033,2033,2016,12,CriminalBehaviour,Illitcit Substance,58
2034,2034,2016,12,CriminalBehaviour,Misuse of transport card,3
2035,2035,2016,12,CriminalBehaviour,Murder,2
2036,2036,2016,12,CriminalBehaviour,Obscene/libelous acts,4
2037,2037,2016,12,CriminalBehaviour,Physical/Verbal Agression,34
2038,2038,2016,12,CriminalBehaviour,Rape,1
2039,2039,2016,12,CriminalBehaviour,Robbery,132
2040,2040,2016,12,CriminalBehaviour,Sexual harassment,4
2041,2041,2016,12,CriminalBehaviour,Theft,44
2042,2042,2016,12,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,36
2043,2043,2017,1,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2044,2044,2017,1,CriminalBehaviour,Agression,15
2045,2045,2017,1,CriminalBehaviour,Break-in,108
2046,2046,2017,1,CriminalBehaviour,Corporal injury,9
2047,2047,2017,1,CriminalBehaviour,Crime against individual liberty,1
2048,2048,2017,1,CriminalBehaviour,Environmental crime,2
2049,2049,2017,1,CriminalBehaviour,Extortion,1
2050,2050,2017,1,CriminalBehaviour,False Identity,1
2051,2051,2017,1,CriminalBehaviour,Fishing in Prohibited Places,21
2052,2052,2017,1,CriminalBehaviour,Gang-sacking/pillaging,2
2053,2053,2017,1,CriminalBehaviour,Gunshot,9
2054,2054,2017,1,CriminalBehaviour,Illegal possession,3
2055,2055,2017,1,CriminalBehaviour,Illitcit Substance,108
2056,2056,2017,1,CriminalBehaviour,Irregular Construction,1
2057,2057,2017,1,CriminalBehaviour,Misuse of transport card,1
2058,2058,2017,1,CriminalBehaviour,Murder,1
2059,2059,2017,1,CriminalBehaviour,Obscene/libelous acts,14
2060,2060,2017,1,CriminalBehaviour,Physical/Verbal Agression,40
2061,2061,2017,1,CriminalBehaviour,Robbery,184
2062,2062,2017,1,CriminalBehaviour,Sexual harassment,2
2063,2063,2017,1,CriminalBehaviour,Smuggling/contraband,2
2064,2064,2017,1,CriminalBehaviour,Theft,51
2065,2065,2017,1,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
2066,2066,2017,1,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,42
2067,2067,2017,2,CriminalBehaviour,Agression,26
2068,2068,2017,2,CriminalBehaviour,Break-in,72
2069,2069,2017,2,CriminalBehaviour,Corporal injury,6
2070,2070,2017,2,CriminalBehaviour,Environmental crime,5
2071,2071,2017,2,CriminalBehaviour,Fishing in Prohibited Places,8
2072,2072,2017,2,CriminalBehaviour,Fraud (monetary),1
2073,2073,2017,2,CriminalBehaviour,Gunshot,11
2074,2074,2017,2,CriminalBehaviour,Illegal possession,2
2075,2075,2017,2,CriminalBehaviour,Illitcit Substance,112
2076,2076,2017,2,CriminalBehaviour,Irregular Construction,1
2077,2077,2017,2,CriminalBehaviour,Misuse of transport card,3
2078,2078,2017,2,CriminalBehaviour,Murder,1
2079,2079,2017,2,CriminalBehaviour,Obscene/libelous acts,11
2080,2080,2017,2,CriminalBehaviour,Physical/Verbal Agression,36
2081,2081,2017,2,CriminalBehaviour,Robbery,206
2082,2082,2017,2,CriminalBehaviour,Sexual harassment,8
2083,2083,2017,2,CriminalBehaviour,Supplying alcohol to minors,1
2084,2084,2017,2,CriminalBehaviour,Theft,37
2085,2085,2017,2,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,28
2086,2086,2017,3,CriminalBehaviour,Agression,31
2087,2087,2017,3,CriminalBehaviour,Break-in,100
2088,2088,2017,3,CriminalBehaviour,Child grooming/enticement,1
2089,2089,2017,3,CriminalBehaviour,Corporal injury,7
2090,2090,2017,3,CriminalBehaviour,Environmental crime,1
2091,2091,2017,3,CriminalBehaviour,Fishing in Prohibited Places,14
2092,2092,2017,3,CriminalBehaviour,Gang-sacking/pillaging,3
2093,2093,2017,3,CriminalBehaviour,Gunshot,11
2094,2094,2017,3,CriminalBehaviour,Illegal possession,5
2095,2095,2017,3,CriminalBehaviour,Illitcit Substance,107
2096,2096,2017,3,CriminalBehaviour,Irregular Construction,4
2097,2097,2017,3,CriminalBehaviour,Misuse of transport card,2
2098,2098,2017,3,CriminalBehaviour,Murder,1
2099,2099,2017,3,CriminalBehaviour,Obscene/libelous acts,17
2100,2100,2017,3,CriminalBehaviour,Physical/Verbal Agression,55
2101,2101,2017,3,CriminalBehaviour,Rape,2
2102,2102,2017,3,CriminalBehaviour,Robbery,172
2103,2103,2017,3,CriminalBehaviour,Sexual harassment,7
2104,2104,2017,3,CriminalBehaviour,Theft,54
2105,2105,2017,3,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,33
2106,2106,2017,4,CriminalBehaviour,Abandonment/nonsupport of incompetent person,3
2107,2107,2017,4,CriminalBehaviour,Abuse of incapacitated persons,1
2108,2108,2017,4,CriminalBehaviour,Agression,22
2109,2109,2017,4,CriminalBehaviour,Break-in,92
2110,2110,2017,4,CriminalBehaviour,Child grooming/enticement,1
2111,2111,2017,4,CriminalBehaviour,Corporal injury,6
2112,2112,2017,4,CriminalBehaviour,Environmental crime,2
2113,2113,2017,4,CriminalBehaviour,False money,1
2114,2114,2017,4,CriminalBehaviour,Fishing in Prohibited Places,8
2115,2115,2017,4,CriminalBehaviour,Gang-sacking/pillaging,4
2116,2116,2017,4,CriminalBehaviour,Gunshot,13
2117,2117,2017,4,CriminalBehaviour,Illegal possession,6
2118,2118,2017,4,CriminalBehaviour,Illitcit Substance,100
2119,2119,2017,4,CriminalBehaviour,Kidnapping and imprisonment,1
2120,2120,2017,4,CriminalBehaviour,Misuse of transport card,5
2121,2121,2017,4,CriminalBehaviour,Obscene/libelous acts,9
2122,2122,2017,4,CriminalBehaviour,Physical/Verbal Agression,26
2123,2123,2017,4,CriminalBehaviour,Robbery,167
2124,2124,2017,4,CriminalBehaviour,Sexual harassment,10
2125,2125,2017,4,CriminalBehaviour,Theft,51
2126,2126,2017,4,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",4
2127,2127,2017,4,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,48
2128,2128,2017,5,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
2129,2129,2017,5,CriminalBehaviour,Agression,20
2130,2130,2017,5,CriminalBehaviour,Break-in,93
2131,2131,2017,5,CriminalBehaviour,Child grooming/enticement,1
2132,2132,2017,5,CriminalBehaviour,Corporal injury,4
2133,2133,2017,5,CriminalBehaviour,Environmental crime,3
2134,2134,2017,5,CriminalBehaviour,Fishing in Prohibited Places,7
2135,2135,2017,5,CriminalBehaviour,Gang-sacking/pillaging,2
2136,2136,2017,5,CriminalBehaviour,Gunshot,6
2137,2137,2017,5,CriminalBehaviour,Illegal possession,4
2138,2138,2017,5,CriminalBehaviour,Illitcit Substance,131
2139,2139,2017,5,CriminalBehaviour,Irregular Construction,1
2140,2140,2017,5,CriminalBehaviour,Misuse of transport card,3
2141,2141,2017,5,CriminalBehaviour,Obscene/libelous acts,10
2142,2142,2017,5,CriminalBehaviour,Physical/Verbal Agression,32
2143,2143,2017,5,CriminalBehaviour,Robbery,200
2144,2144,2017,5,CriminalBehaviour,Sexual harassment,5
2145,2145,2017,5,CriminalBehaviour,Theft,48
2146,2146,2017,5,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,49
2147,2147,2017,6,CriminalBehaviour,Agression,19
2148,2148,2017,6,CriminalBehaviour,Break-in,97
2149,2149,2017,6,CriminalBehaviour,Child grooming/enticement,1
2150,2150,2017,6,CriminalBehaviour,Corporal injury,7
2151,2151,2017,6,CriminalBehaviour,Extortion,1
2152,2152,2017,6,CriminalBehaviour,False money,1
2153,2153,2017,6,CriminalBehaviour,Fishing in Prohibited Places,3
2154,2154,2017,6,CriminalBehaviour,Fraud (monetary),2
2155,2155,2017,6,CriminalBehaviour,Gang-sacking/pillaging,3
2156,2156,2017,6,CriminalBehaviour,Gunshot,10
2157,2157,2017,6,CriminalBehaviour,Illegal possession,5
2158,2158,2017,6,CriminalBehaviour,Illitcit Substance,92
2159,2159,2017,6,CriminalBehaviour,Irregular Construction,1
2160,2160,2017,6,CriminalBehaviour,Kidnapping and imprisonment,1
2161,2161,2017,6,CriminalBehaviour,Misuse of transport card,3
2162,2162,2017,6,CriminalBehaviour,Murder,1
2163,2163,2017,6,CriminalBehaviour,Obscene/libelous acts,10
2164,2164,2017,6,CriminalBehaviour,Physical/Verbal Agression,37
2165,2165,2017,6,CriminalBehaviour,Prohibited sale of specific products to minors,1
2166,2166,2017,6,CriminalBehaviour,Rape,1
2167,2167,2017,6,CriminalBehaviour,Robbery,191
2168,2168,2017,6,CriminalBehaviour,Sexual harassment,3
2169,2169,2017,6,CriminalBehaviour,Theft,40
2170,2170,2017,6,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,56
2171,2171,2017,6,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",1
2172,2172,2017,7,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2173,2173,2017,7,CriminalBehaviour,Agression,17
2174,2174,2017,7,CriminalBehaviour,Break-in,112
2175,2175,2017,7,CriminalBehaviour,Corporal injury,5
2176,2176,2017,7,CriminalBehaviour,Environmental crime,5
2177,2177,2017,7,CriminalBehaviour,Fishing in Prohibited Places,3
2178,2178,2017,7,CriminalBehaviour,Fraud (monetary),1
2179,2179,2017,7,CriminalBehaviour,Gambling,1
2180,2180,2017,7,CriminalBehaviour,Gang-sacking/pillaging,3
2181,2181,2017,7,CriminalBehaviour,Gunshot,6
2182,2182,2017,7,CriminalBehaviour,Illegal possession,6
2183,2183,2017,7,CriminalBehaviour,Illitcit Substance,101
2184,2184,2017,7,CriminalBehaviour,Kidnapping and imprisonment,2
2185,2185,2017,7,CriminalBehaviour,Misuse of transport card,5
2186,2186,2017,7,CriminalBehaviour,Murder,1
2187,2187,2017,7,CriminalBehaviour,Obscene/libelous acts,5
2188,2188,2017,7,CriminalBehaviour,Physical/Verbal Agression,35
2189,2189,2017,7,CriminalBehaviour,Robbery,160
2190,2190,2017,7,CriminalBehaviour,Sexual harassment,6
2191,2191,2017,7,CriminalBehaviour,Theft,55
2192,2192,2017,7,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,38
2193,2193,2017,8,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
2194,2194,2017,8,CriminalBehaviour,Agression,13
2195,2195,2017,8,CriminalBehaviour,Break-in,83
2196,2196,2017,8,CriminalBehaviour,Corporal injury,2
2197,2197,2017,8,CriminalBehaviour,Environmental crime,5
2198,2198,2017,8,CriminalBehaviour,Fishing in Prohibited Places,5
2199,2199,2017,8,CriminalBehaviour,Fraud (monetary),1
2200,2200,2017,8,CriminalBehaviour,Gang-sacking/pillaging,3
2201,2201,2017,8,CriminalBehaviour,Gunshot,7
2202,2202,2017,8,CriminalBehaviour,Illitcit Substance,78
2203,2203,2017,8,CriminalBehaviour,Misuse of transport card,5
2204,2204,2017,8,CriminalBehaviour,Obscene/libelous acts,6
2205,2205,2017,8,CriminalBehaviour,Physical/Verbal Agression,45
2206,2206,2017,8,CriminalBehaviour,Racism,2
2207,2207,2017,8,CriminalBehaviour,Rape,2
2208,2208,2017,8,CriminalBehaviour,Robbery,179
2209,2209,2017,8,CriminalBehaviour,Sexual harassment,7
2210,2210,2017,8,CriminalBehaviour,Theft,54
2211,2211,2017,8,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,46
2212,2212,2017,8,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",1
2213,2213,2017,9,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2214,2214,2017,9,CriminalBehaviour,Agression,18
2215,2215,2017,9,CriminalBehaviour,Break-in,118
2216,2216,2017,9,CriminalBehaviour,Child grooming/enticement,1
2217,2217,2017,9,CriminalBehaviour,Corporal injury,10
2218,2218,2017,9,CriminalBehaviour,Crime against corpses,1
2219,2219,2017,9,CriminalBehaviour,Crime against individual liberty,2
2220,2220,2017,9,CriminalBehaviour,False Identity,1
2221,2221,2017,9,CriminalBehaviour,Fishing in Prohibited Places,13
2222,2222,2017,9,CriminalBehaviour,Gambling,1
2223,2223,2017,9,CriminalBehaviour,Gang-sacking/pillaging,2
2224,2224,2017,9,CriminalBehaviour,Gunshot,11
2225,2225,2017,9,CriminalBehaviour,Illegal possession,5
2226,2226,2017,9,CriminalBehaviour,Illitcit Substance,102
2227,2227,2017,9,CriminalBehaviour,Irregular Construction,2
2228,2228,2017,9,CriminalBehaviour,Misuse of transport card,5
2229,2229,2017,9,CriminalBehaviour,Murder,1
2230,2230,2017,9,CriminalBehaviour,Obscene/libelous acts,5
2231,2231,2017,9,CriminalBehaviour,Physical/Verbal Agression,49
2232,2232,2017,9,CriminalBehaviour,Rape,2
2233,2233,2017,9,CriminalBehaviour,Robbery,152
2234,2234,2017,9,CriminalBehaviour,Sexual harassment,7
2235,2235,2017,9,CriminalBehaviour,Theft,73
2236,2236,2017,9,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,42
2237,2237,2017,10,CriminalBehaviour,Abuse of incapacitated persons,1
2238,2238,2017,10,CriminalBehaviour,Agression,22
2239,2239,2017,10,CriminalBehaviour,Break-in,94
2240,2240,2017,10,CriminalBehaviour,Corporal injury,5
2241,2241,2017,10,CriminalBehaviour,Crime against corpses,3
2242,2242,2017,10,CriminalBehaviour,Environmental crime,1
2243,2243,2017,10,CriminalBehaviour,Fishing in Prohibited Places,5
2244,2244,2017,10,CriminalBehaviour,Fraud (monetary),2
2245,2245,2017,10,CriminalBehaviour,Gambling,1
2246,2246,2017,10,CriminalBehaviour,Gang-sacking/pillaging,3
2247,2247,2017,10,CriminalBehaviour,Gunshot,4
2248,2248,2017,10,CriminalBehaviour,Illegal possession,5
2249,2249,2017,10,CriminalBehaviour,Illitcit Substance,94
2250,2250,2017,10,CriminalBehaviour,Irregular Construction,1
2251,2251,2017,10,CriminalBehaviour,Kidnapping and imprisonment,1
2252,2252,2017,10,CriminalBehaviour,Maltreatment,1
2253,2253,2017,10,CriminalBehaviour,Misuse of transport card,6
2254,2254,2017,10,CriminalBehaviour,Obscene/libelous acts,15
2255,2255,2017,10,CriminalBehaviour,Physical/Verbal Agression,39
2256,2256,2017,10,CriminalBehaviour,Robbery,138
2257,2257,2017,10,CriminalBehaviour,Sexual harassment,8
2258,2258,2017,10,CriminalBehaviour,Smuggling/contraband,1
2259,2259,2017,10,CriminalBehaviour,Theft,57
2260,2260,2017,10,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,63
2261,2261,2017,11,CriminalBehaviour,Abandonment/nonsupport of incompetent person,3
2262,2262,2017,11,CriminalBehaviour,Abuse of incapacitated persons,1
2263,2263,2017,11,CriminalBehaviour,Agression,22
2264,2264,2017,11,CriminalBehaviour,Break-in,117
2265,2265,2017,11,CriminalBehaviour,Corporal injury,9
2266,2266,2017,11,CriminalBehaviour,Crime against individual liberty,1
2267,2267,2017,11,CriminalBehaviour,Environmental crime,6
2268,2268,2017,11,CriminalBehaviour,Fishing in Prohibited Places,8
2269,2269,2017,11,CriminalBehaviour,Fraud (monetary),1
2270,2270,2017,11,CriminalBehaviour,Gambling,1
2271,2271,2017,11,CriminalBehaviour,Gang-sacking/pillaging,2
2272,2272,2017,11,CriminalBehaviour,Gunshot,10
2273,2273,2017,11,CriminalBehaviour,Illegal possession,6
2274,2274,2017,11,CriminalBehaviour,Illitcit Substance,96
2275,2275,2017,11,CriminalBehaviour,Kidnapping and imprisonment,2
2276,2276,2017,11,CriminalBehaviour,Misuse of transport card,11
2277,2277,2017,11,CriminalBehaviour,Murder,2
2278,2278,2017,11,CriminalBehaviour,Obscene/libelous acts,11
2279,2279,2017,11,CriminalBehaviour,Physical/Verbal Agression,42
2280,2280,2017,11,CriminalBehaviour,Possession of explosive device,1
2281,2281,2017,11,CriminalBehaviour,Rape,2
2282,2282,2017,11,CriminalBehaviour,Robbery,132
2283,2283,2017,11,CriminalBehaviour,Sexual harassment,3
2284,2284,2017,11,CriminalBehaviour,Smuggling/contraband,2
2285,2285,2017,11,CriminalBehaviour,Theft,48
2286,2286,2017,11,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
2287,2287,2017,11,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,44
2288,2288,2017,11,CriminalBehaviour,Violation of graves,1
2289,2289,2017,12,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2290,2290,2017,12,CriminalBehaviour,Agression,21
2291,2291,2017,12,CriminalBehaviour,Break-in,99
2292,2292,2017,12,CriminalBehaviour,Corporal injury,7
2293,2293,2017,12,CriminalBehaviour,Crime against individual liberty,1
2294,2294,2017,12,CriminalBehaviour,Discrimination,1
2295,2295,2017,12,CriminalBehaviour,Environmental crime,7
2296,2296,2017,12,CriminalBehaviour,Fishing in Prohibited Places,6
2297,2297,2017,12,CriminalBehaviour,Gang-sacking/pillaging,2
2298,2298,2017,12,CriminalBehaviour,Gunshot,3
2299,2299,2017,12,CriminalBehaviour,Illegal possession,7
2300,2300,2017,12,CriminalBehaviour,Illitcit Substance,71
2301,2301,2017,12,CriminalBehaviour,Kidnapping and imprisonment,1
2302,2302,2017,12,CriminalBehaviour,Maltreatment,1
2303,2303,2017,12,CriminalBehaviour,Misuse of transport card,3
2304,2304,2017,12,CriminalBehaviour,Obscene/libelous acts,11
2305,2305,2017,12,CriminalBehaviour,Physical/Verbal Agression,44
2306,2306,2017,12,CriminalBehaviour,Rape,1
2307,2307,2017,12,CriminalBehaviour,Robbery,111
2308,2308,2017,12,CriminalBehaviour,Sexual harassment,6
2309,2309,2017,12,CriminalBehaviour,Theft,48
2310,2310,2017,12,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
2311,2311,2017,12,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,63
2312,2312,2018,1,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2313,2313,2018,1,CriminalBehaviour,Agression,31
2314,2314,2018,1,CriminalBehaviour,Break-in,121
2315,2315,2018,1,CriminalBehaviour,Corporal injury,7
2316,2316,2018,1,CriminalBehaviour,Fishing in Prohibited Places,18
2317,2317,2018,1,CriminalBehaviour,Gang-sacking/pillaging,1
2318,2318,2018,1,CriminalBehaviour,Gunshot,6
2319,2319,2018,1,CriminalBehaviour,Homophobia,1
2320,2320,2018,1,CriminalBehaviour,Illegal possession,1
2321,2321,2018,1,CriminalBehaviour,Illitcit Substance,67
2322,2322,2018,1,CriminalBehaviour,Irregular Construction,1
2323,2323,2018,1,CriminalBehaviour,"Loss, concealment or destruction of books or documents",2
2324,2324,2018,1,CriminalBehaviour,Obscene/libelous acts,11
2325,2325,2018,1,CriminalBehaviour,Physical/Verbal Agression,42
2326,2326,2018,1,CriminalBehaviour,Rape,1
2327,2327,2018,1,CriminalBehaviour,Robbery,137
2328,2328,2018,1,CriminalBehaviour,Sexual harassment,4
2329,2329,2018,1,CriminalBehaviour,Theft,63
2330,2330,2018,1,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,54
2331,2331,2018,2,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
2332,2332,2018,2,CriminalBehaviour,Agression,20
2333,2333,2018,2,CriminalBehaviour,Break-in,89
2334,2334,2018,2,CriminalBehaviour,Corporal injury,3
2335,2335,2018,2,CriminalBehaviour,Corruption of minors,1
2336,2336,2018,2,CriminalBehaviour,Crime against individual liberty,1
2337,2337,2018,2,CriminalBehaviour,Environmental crime,1
2338,2338,2018,2,CriminalBehaviour,Extortion,1
2339,2339,2018,2,CriminalBehaviour,False money,1
2340,2340,2018,2,CriminalBehaviour,Fishing in Prohibited Places,5
2341,2341,2018,2,CriminalBehaviour,Fraud (monetary),1
2342,2342,2018,2,CriminalBehaviour,Gang-sacking/pillaging,9
2343,2343,2018,2,CriminalBehaviour,Gunshot,7
2344,2344,2018,2,CriminalBehaviour,Homophobia,1
2345,2345,2018,2,CriminalBehaviour,Illegal possession,3
2346,2346,2018,2,CriminalBehaviour,Illitcit Substance,54
2347,2347,2018,2,CriminalBehaviour,Misuse of transport card,1
2348,2348,2018,2,CriminalBehaviour,Obscene/libelous acts,19
2349,2349,2018,2,CriminalBehaviour,Physical/Verbal Agression,39
2350,2350,2018,2,CriminalBehaviour,Robbery,121
2351,2351,2018,2,CriminalBehaviour,Sexual harassment,5
2352,2352,2018,2,CriminalBehaviour,Theft,51
2353,2353,2018,2,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
2354,2354,2018,2,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,49
2355,2355,2018,2,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",1
2356,2356,2018,3,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2357,2357,2018,3,CriminalBehaviour,Agression,30
2358,2358,2018,3,CriminalBehaviour,Break-in,96
2359,2359,2018,3,CriminalBehaviour,Corporal injury,12
2360,2360,2018,3,CriminalBehaviour,Crime against corpses,1
2361,2361,2018,3,CriminalBehaviour,Crime against individual liberty,1
2362,2362,2018,3,CriminalBehaviour,Environmental crime,2
2363,2363,2018,3,CriminalBehaviour,Exploitation of minors,1
2364,2364,2018,3,CriminalBehaviour,Fishing in Prohibited Places,7
2365,2365,2018,3,CriminalBehaviour,Gang-sacking/pillaging,2
2366,2366,2018,3,CriminalBehaviour,Gunshot,8
2367,2367,2018,3,CriminalBehaviour,Illegal possession,6
2368,2368,2018,3,CriminalBehaviour,Illitcit Substance,88
2369,2369,2018,3,CriminalBehaviour,Kidnapping and imprisonment,1
2370,2370,2018,3,CriminalBehaviour,Maltreatment,1
2371,2371,2018,3,CriminalBehaviour,Misuse of transport card,8
2372,2372,2018,3,CriminalBehaviour,Murder,2
2373,2373,2018,3,CriminalBehaviour,Obscene/libelous acts,9
2374,2374,2018,3,CriminalBehaviour,Omission of assistance,1
2375,2375,2018,3,CriminalBehaviour,Physical/Verbal Agression,47
2376,2376,2018,3,CriminalBehaviour,Racism,1
2377,2377,2018,3,CriminalBehaviour,Robbery,148
2378,2378,2018,3,CriminalBehaviour,Sexual harassment,5
2379,2379,2018,3,CriminalBehaviour,Theft,76
2380,2380,2018,3,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,46
2381,2381,2018,4,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2382,2382,2018,4,CriminalBehaviour,Agression,28
2383,2383,2018,4,CriminalBehaviour,Break-in,87
2384,2384,2018,4,CriminalBehaviour,Corporal injury,7
2385,2385,2018,4,CriminalBehaviour,Crime against individual liberty,1
2386,2386,2018,4,CriminalBehaviour,Environmental crime,4
2387,2387,2018,4,CriminalBehaviour,Fishing in Prohibited Places,9
2388,2388,2018,4,CriminalBehaviour,Gang-sacking/pillaging,5
2389,2389,2018,4,CriminalBehaviour,Gunshot,21
2390,2390,2018,4,CriminalBehaviour,Illegal possession,2
2391,2391,2018,4,CriminalBehaviour,Illitcit Substance,91
