,index,year,month,week_day,regional_name,categories,problem_type_1,count
21243,21243,2016,7,1-Sunday,BOA VISTA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21244,21244,2016,7,1-Sunday,BOQUEIRÃO,CriminalBehaviour,Agression,2
21245,21245,2016,7,1-Sunday,BOQUEIRÃO,CriminalBehaviour,Break-in,3
21246,21246,2016,7,1-Sunday,BOQUEIRÃO,CriminalBehaviour,Fishing in Prohibited Places,1
21247,21247,2016,7,1-Sunday,BOQUEIRÃO,CriminalBehaviour,Gunshot,1
21248,21248,2016,7,1-Sunday,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,2
21249,21249,2016,7,1-Sunday,BOQUEIRÃO,CriminalBehaviour,Physical/Verbal Agression,1
21250,21250,2016,7,1-Sunday,BOQUEIRÃO,CriminalBehaviour,Robbery,8
21251,21251,2016,7,1-Sunday,BOQUEIRÃO,CriminalBehaviour,Theft,3
21252,21252,2016,7,1-Sunday,CAJURU,CriminalBehaviour,Agression,1
21253,21253,2016,7,1-Sunday,CAJURU,CriminalBehaviour,Physical/Verbal Agression,2
21254,21254,2016,7,1-Sunday,CAJURU,CriminalBehaviour,Robbery,2
21255,21255,2016,7,1-Sunday,CIC,CriminalBehaviour,Break-in,1
21256,21256,2016,7,1-Sunday,CIC,CriminalBehaviour,Physical/Verbal Agression,1
21257,21257,2016,7,1-Sunday,CIC,CriminalBehaviour,Theft,1
21258,21258,2016,7,1-Sunday,MATRIZ,CriminalBehaviour,Agression,3
21259,21259,2016,7,1-Sunday,MATRIZ,CriminalBehaviour,Break-in,4
21260,21260,2016,7,1-Sunday,MATRIZ,CriminalBehaviour,Gang-sacking/pillaging,1
21261,21261,2016,7,1-Sunday,MATRIZ,CriminalBehaviour,Illitcit Substance,4
21262,21262,2016,7,1-Sunday,MATRIZ,CriminalBehaviour,Robbery,6
21263,21263,2016,7,1-Sunday,MATRIZ,CriminalBehaviour,Theft,3
21264,21264,2016,7,1-Sunday,PINHEIRINHO,CriminalBehaviour,Break-in,2
21265,21265,2016,7,1-Sunday,PINHEIRINHO,CriminalBehaviour,Robbery,3
21266,21266,2016,7,1-Sunday,PORTÃO,CriminalBehaviour,Break-in,1
21267,21267,2016,7,1-Sunday,PORTÃO,CriminalBehaviour,Robbery,2
21268,21268,2016,7,1-Sunday,SANTA FELICIDADE,CriminalBehaviour,Theft,1
21269,21269,2016,7,1-Sunday,TATUQUARA,CriminalBehaviour,Break-in,1
21270,21270,2016,7,1-Sunday,TATUQUARA,CriminalBehaviour,Illitcit Substance,1
21271,21271,2016,7,2-Monday,BAIRRO NOVO,CriminalBehaviour,Break-in,1
21272,21272,2016,7,2-Monday,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,2
21273,21273,2016,7,2-Monday,BAIRRO NOVO,CriminalBehaviour,Robbery,6
21274,21274,2016,7,2-Monday,BAIRRO NOVO,CriminalBehaviour,Theft,1
21275,21275,2016,7,2-Monday,BOA VISTA,CriminalBehaviour,Physical/Verbal Agression,1
21276,21276,2016,7,2-Monday,BOA VISTA,CriminalBehaviour,Robbery,1
21277,21277,2016,7,2-Monday,BOA VISTA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21278,21278,2016,7,2-Monday,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,1
21279,21279,2016,7,2-Monday,BOQUEIRÃO,CriminalBehaviour,Obscene/libelous acts,1
21280,21280,2016,7,2-Monday,BOQUEIRÃO,CriminalBehaviour,Physical/Verbal Agression,1
21281,21281,2016,7,2-Monday,BOQUEIRÃO,CriminalBehaviour,Robbery,9
21282,21282,2016,7,2-Monday,BOQUEIRÃO,CriminalBehaviour,Theft,1
21283,21283,2016,7,2-Monday,BOQUEIRÃO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21284,21284,2016,7,2-Monday,CAJURU,CriminalBehaviour,Illitcit Substance,1
21285,21285,2016,7,2-Monday,CAJURU,CriminalBehaviour,Robbery,4
21286,21286,2016,7,2-Monday,CIC,CriminalBehaviour,Break-in,1
21287,21287,2016,7,2-Monday,CIC,CriminalBehaviour,Environmental crime,1
21288,21288,2016,7,2-Monday,CIC,CriminalBehaviour,Physical/Verbal Agression,1
21289,21289,2016,7,2-Monday,CIC,CriminalBehaviour,Robbery,1
21290,21290,2016,7,2-Monday,MATRIZ,CriminalBehaviour,Break-in,1
21291,21291,2016,7,2-Monday,MATRIZ,CriminalBehaviour,Illitcit Substance,3
21292,21292,2016,7,2-Monday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,1
21293,21293,2016,7,2-Monday,MATRIZ,CriminalBehaviour,Robbery,8
21294,21294,2016,7,2-Monday,MATRIZ,CriminalBehaviour,Theft,1
21295,21295,2016,7,2-Monday,PINHEIRINHO,CriminalBehaviour,Break-in,1
21296,21296,2016,7,2-Monday,PORTÃO,CriminalBehaviour,Break-in,1
21297,21297,2016,7,2-Monday,PORTÃO,CriminalBehaviour,Illitcit Substance,2
21298,21298,2016,7,2-Monday,PORTÃO,CriminalBehaviour,Robbery,1
21299,21299,2016,7,2-Monday,PORTÃO,CriminalBehaviour,Theft,1
21300,21300,2016,7,2-Monday,SANTA FELICIDADE,CriminalBehaviour,Break-in,1
21301,21301,2016,7,2-Monday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,1
21302,21302,2016,7,2-Monday,SANTA FELICIDADE,CriminalBehaviour,Robbery,2
21303,21303,2016,7,2-Monday,SANTA FELICIDADE,CriminalBehaviour,Sexual harassment,1
21304,21304,2016,7,3-Tuesday,BAIRRO NOVO,CriminalBehaviour,Break-in,2
21305,21305,2016,7,3-Tuesday,BAIRRO NOVO,CriminalBehaviour,Obscene/libelous acts,1
21306,21306,2016,7,3-Tuesday,BAIRRO NOVO,CriminalBehaviour,Physical/Verbal Agression,2
21307,21307,2016,7,3-Tuesday,BAIRRO NOVO,CriminalBehaviour,Robbery,3
21308,21308,2016,7,3-Tuesday,BAIRRO NOVO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21309,21309,2016,7,3-Tuesday,BOA VISTA,CriminalBehaviour,Agression,1
21310,21310,2016,7,3-Tuesday,BOA VISTA,CriminalBehaviour,Gunshot,1
21311,21311,2016,7,3-Tuesday,BOA VISTA,CriminalBehaviour,Robbery,2
21312,21312,2016,7,3-Tuesday,BOQUEIRÃO,CriminalBehaviour,Agression,1
21313,21313,2016,7,3-Tuesday,BOQUEIRÃO,CriminalBehaviour,Break-in,2
21314,21314,2016,7,3-Tuesday,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,1
21315,21315,2016,7,3-Tuesday,BOQUEIRÃO,CriminalBehaviour,Robbery,6
21316,21316,2016,7,3-Tuesday,BOQUEIRÃO,CriminalBehaviour,Theft,1
21317,21317,2016,7,3-Tuesday,CAJURU,CriminalBehaviour,Robbery,2
21318,21318,2016,7,3-Tuesday,CAJURU,CriminalBehaviour,Theft,1
21319,21319,2016,7,3-Tuesday,CIC,CriminalBehaviour,Break-in,1
21320,21320,2016,7,3-Tuesday,CIC,CriminalBehaviour,Illitcit Substance,1
21321,21321,2016,7,3-Tuesday,CIC,CriminalBehaviour,Physical/Verbal Agression,2
21322,21322,2016,7,3-Tuesday,MATRIZ,CriminalBehaviour,Illitcit Substance,2
21323,21323,2016,7,3-Tuesday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,2
21324,21324,2016,7,3-Tuesday,MATRIZ,CriminalBehaviour,Robbery,7
21325,21325,2016,7,3-Tuesday,PINHEIRINHO,CriminalBehaviour,Robbery,3
21326,21326,2016,7,3-Tuesday,PORTÃO,CriminalBehaviour,Agression,1
21327,21327,2016,7,3-Tuesday,PORTÃO,CriminalBehaviour,Break-in,2
21328,21328,2016,7,3-Tuesday,PORTÃO,CriminalBehaviour,Illitcit Substance,1
21329,21329,2016,7,3-Tuesday,PORTÃO,CriminalBehaviour,Robbery,1
21330,21330,2016,7,3-Tuesday,PORTÃO,CriminalBehaviour,Sexual harassment,1
21331,21331,2016,7,3-Tuesday,PORTÃO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
21332,21332,2016,7,3-Tuesday,SANTA FELICIDADE,CriminalBehaviour,Robbery,6
21333,21333,2016,7,3-Tuesday,SANTA FELICIDADE,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21334,21334,2016,7,4-Wednesday,BAIRRO NOVO,CriminalBehaviour,Agression,1
21335,21335,2016,7,4-Wednesday,BAIRRO NOVO,CriminalBehaviour,Break-in,1
21336,21336,2016,7,4-Wednesday,BAIRRO NOVO,CriminalBehaviour,Robbery,7
21337,21337,2016,7,4-Wednesday,BOA VISTA,CriminalBehaviour,Break-in,1
21338,21338,2016,7,4-Wednesday,BOA VISTA,CriminalBehaviour,Environmental crime,1
21339,21339,2016,7,4-Wednesday,BOA VISTA,CriminalBehaviour,Illitcit Substance,1
21340,21340,2016,7,4-Wednesday,BOA VISTA,CriminalBehaviour,Physical/Verbal Agression,2
21341,21341,2016,7,4-Wednesday,BOA VISTA,CriminalBehaviour,Robbery,2
21342,21342,2016,7,4-Wednesday,BOQUEIRÃO,CriminalBehaviour,Break-in,1
21343,21343,2016,7,4-Wednesday,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,1
21344,21344,2016,7,4-Wednesday,BOQUEIRÃO,CriminalBehaviour,Obscene/libelous acts,2
21345,21345,2016,7,4-Wednesday,BOQUEIRÃO,CriminalBehaviour,Rape,1
21346,21346,2016,7,4-Wednesday,BOQUEIRÃO,CriminalBehaviour,Robbery,7
21347,21347,2016,7,4-Wednesday,BOQUEIRÃO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21348,21348,2016,7,4-Wednesday,CAJURU,CriminalBehaviour,Illitcit Substance,2
21349,21349,2016,7,4-Wednesday,CAJURU,CriminalBehaviour,Obscene/libelous acts,1
21350,21350,2016,7,4-Wednesday,CAJURU,CriminalBehaviour,Physical/Verbal Agression,1
21351,21351,2016,7,4-Wednesday,CAJURU,CriminalBehaviour,Robbery,2
21352,21352,2016,7,4-Wednesday,CIC,CriminalBehaviour,Break-in,1
21353,21353,2016,7,4-Wednesday,MATRIZ,CriminalBehaviour,Agression,1
21354,21354,2016,7,4-Wednesday,MATRIZ,CriminalBehaviour,Break-in,1
21355,21355,2016,7,4-Wednesday,MATRIZ,CriminalBehaviour,Corruption of minors,1
21356,21356,2016,7,4-Wednesday,MATRIZ,CriminalBehaviour,Illitcit Substance,6
21357,21357,2016,7,4-Wednesday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,1
21358,21358,2016,7,4-Wednesday,MATRIZ,CriminalBehaviour,Robbery,11
21359,21359,2016,7,4-Wednesday,MATRIZ,CriminalBehaviour,Theft,1
21360,21360,2016,7,4-Wednesday,PINHEIRINHO,CriminalBehaviour,Robbery,3
21361,21361,2016,7,4-Wednesday,PINHEIRINHO,CriminalBehaviour,Theft,1
21362,21362,2016,7,4-Wednesday,PORTÃO,CriminalBehaviour,Break-in,1
21363,21363,2016,7,4-Wednesday,PORTÃO,CriminalBehaviour,Illitcit Substance,2
21364,21364,2016,7,4-Wednesday,PORTÃO,CriminalBehaviour,Physical/Verbal Agression,1
21365,21365,2016,7,4-Wednesday,PORTÃO,CriminalBehaviour,Robbery,2
21366,21366,2016,7,4-Wednesday,PORTÃO,CriminalBehaviour,Theft,2
21367,21367,2016,7,4-Wednesday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,1
21368,21368,2016,7,4-Wednesday,TATUQUARA,CriminalBehaviour,Break-in,1
21369,21369,2016,7,4-Wednesday,TATUQUARA,CriminalBehaviour,Robbery,2
21370,21370,2016,7,5-Thursday,BAIRRO NOVO,CriminalBehaviour,Break-in,2
21371,21371,2016,7,5-Thursday,BAIRRO NOVO,CriminalBehaviour,Robbery,5
21372,21372,2016,7,5-Thursday,BOA VISTA,CriminalBehaviour,Agression,1
21373,21373,2016,7,5-Thursday,BOA VISTA,CriminalBehaviour,Illitcit Substance,1
21374,21374,2016,7,5-Thursday,BOA VISTA,CriminalBehaviour,Robbery,2
21375,21375,2016,7,5-Thursday,BOA VISTA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
21376,21376,2016,7,5-Thursday,BOQUEIRÃO,CriminalBehaviour,Robbery,9
21377,21377,2016,7,5-Thursday,CAJURU,CriminalBehaviour,Robbery,1
21378,21378,2016,7,5-Thursday,CIC,CriminalBehaviour,Break-in,1
21379,21379,2016,7,5-Thursday,CIC,CriminalBehaviour,Robbery,1
21380,21380,2016,7,5-Thursday,CIC,CriminalBehaviour,Theft,1
21381,21381,2016,7,5-Thursday,CIC,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21382,21382,2016,7,5-Thursday,MATRIZ,CriminalBehaviour,Agression,2
21383,21383,2016,7,5-Thursday,MATRIZ,CriminalBehaviour,Break-in,1
21384,21384,2016,7,5-Thursday,MATRIZ,CriminalBehaviour,Illitcit Substance,7
21385,21385,2016,7,5-Thursday,MATRIZ,CriminalBehaviour,Obscene/libelous acts,1
21386,21386,2016,7,5-Thursday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,1
21387,21387,2016,7,5-Thursday,MATRIZ,CriminalBehaviour,Robbery,6
21388,21388,2016,7,5-Thursday,MATRIZ,CriminalBehaviour,Theft,1
21389,21389,2016,7,5-Thursday,MATRIZ,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
21390,21390,2016,7,5-Thursday,PINHEIRINHO,CriminalBehaviour,Robbery,2
21391,21391,2016,7,5-Thursday,PORTÃO,CriminalBehaviour,Corporal injury,3
21392,21392,2016,7,5-Thursday,PORTÃO,CriminalBehaviour,Gunshot,1
21393,21393,2016,7,5-Thursday,PORTÃO,CriminalBehaviour,Illitcit Substance,3
21394,21394,2016,7,5-Thursday,PORTÃO,CriminalBehaviour,Physical/Verbal Agression,1
21395,21395,2016,7,5-Thursday,PORTÃO,CriminalBehaviour,Robbery,3
21396,21396,2016,7,5-Thursday,SANTA FELICIDADE,CriminalBehaviour,Break-in,2
21397,21397,2016,7,5-Thursday,SANTA FELICIDADE,CriminalBehaviour,Physical/Verbal Agression,1
21398,21398,2016,7,5-Thursday,TATUQUARA,CriminalBehaviour,Robbery,1
21399,21399,2016,7,6-Friday,BAIRRO NOVO,CriminalBehaviour,Break-in,1
21400,21400,2016,7,6-Friday,BAIRRO NOVO,CriminalBehaviour,Robbery,6
21401,21401,2016,7,6-Friday,BOA VISTA,CriminalBehaviour,Agression,1
21402,21402,2016,7,6-Friday,BOA VISTA,CriminalBehaviour,Break-in,1
21403,21403,2016,7,6-Friday,BOA VISTA,CriminalBehaviour,Illitcit Substance,3
21404,21404,2016,7,6-Friday,BOA VISTA,CriminalBehaviour,Robbery,2
21405,21405,2016,7,6-Friday,BOA VISTA,CriminalBehaviour,Theft,1
21406,21406,2016,7,6-Friday,BOA VISTA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21407,21407,2016,7,6-Friday,BOQUEIRÃO,CriminalBehaviour,Abuse of incapacitated persons,1
21408,21408,2016,7,6-Friday,BOQUEIRÃO,CriminalBehaviour,Break-in,2
21409,21409,2016,7,6-Friday,BOQUEIRÃO,CriminalBehaviour,Gunshot,1
21410,21410,2016,7,6-Friday,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,1
21411,21411,2016,7,6-Friday,BOQUEIRÃO,CriminalBehaviour,Obscene/libelous acts,1
21412,21412,2016,7,6-Friday,BOQUEIRÃO,CriminalBehaviour,Robbery,8
21413,21413,2016,7,6-Friday,BOQUEIRÃO,CriminalBehaviour,Sexual harassment,1
21414,21414,2016,7,6-Friday,BOQUEIRÃO,CriminalBehaviour,Theft,1
21415,21415,2016,7,6-Friday,CAJURU,CriminalBehaviour,Break-in,1
21416,21416,2016,7,6-Friday,CAJURU,CriminalBehaviour,Physical/Verbal Agression,2
21417,21417,2016,7,6-Friday,CAJURU,CriminalBehaviour,Robbery,6
21418,21418,2016,7,6-Friday,CAJURU,CriminalBehaviour,Theft,1
21419,21419,2016,7,6-Friday,CIC,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21420,21420,2016,7,6-Friday,MATRIZ,CriminalBehaviour,Break-in,2
21421,21421,2016,7,6-Friday,MATRIZ,CriminalBehaviour,Illitcit Substance,6
21422,21422,2016,7,6-Friday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,1
21423,21423,2016,7,6-Friday,MATRIZ,CriminalBehaviour,Robbery,9
21424,21424,2016,7,6-Friday,MATRIZ,CriminalBehaviour,Sexual harassment,1
21425,21425,2016,7,6-Friday,MATRIZ,CriminalBehaviour,Theft,1
21426,21426,2016,7,6-Friday,MATRIZ,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",1
21427,21427,2016,7,6-Friday,PINHEIRINHO,CriminalBehaviour,Irregular Construction,1
21428,21428,2016,7,6-Friday,PINHEIRINHO,CriminalBehaviour,Physical/Verbal Agression,1
21429,21429,2016,7,6-Friday,PINHEIRINHO,CriminalBehaviour,Robbery,1
21430,21430,2016,7,6-Friday,PINHEIRINHO,CriminalBehaviour,Theft,2
21431,21431,2016,7,6-Friday,PORTÃO,CriminalBehaviour,Illitcit Substance,4
21432,21432,2016,7,6-Friday,PORTÃO,CriminalBehaviour,Robbery,3
21433,21433,2016,7,6-Friday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,1
21434,21434,2016,7,6-Friday,SANTA FELICIDADE,CriminalBehaviour,Robbery,2
21435,21435,2016,7,7-Saturday,BAIRRO NOVO,CriminalBehaviour,Agression,1
21436,21436,2016,7,7-Saturday,BAIRRO NOVO,CriminalBehaviour,Break-in,2
21437,21437,2016,7,7-Saturday,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,1
21438,21438,2016,7,7-Saturday,BAIRRO NOVO,CriminalBehaviour,Robbery,9
21439,21439,2016,7,7-Saturday,BOA VISTA,CriminalBehaviour,Agression,1
21440,21440,2016,7,7-Saturday,BOA VISTA,CriminalBehaviour,Illitcit Substance,2
21441,21441,2016,7,7-Saturday,BOA VISTA,CriminalBehaviour,Obscene/libelous acts,1
21442,21442,2016,7,7-Saturday,BOA VISTA,CriminalBehaviour,Physical/Verbal Agression,1
21443,21443,2016,7,7-Saturday,BOA VISTA,CriminalBehaviour,Robbery,1
21444,21444,2016,7,7-Saturday,BOA VISTA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
21445,21445,2016,7,7-Saturday,BOQUEIRÃO,CriminalBehaviour,Agression,1
21446,21446,2016,7,7-Saturday,BOQUEIRÃO,CriminalBehaviour,Break-in,1
21447,21447,2016,7,7-Saturday,BOQUEIRÃO,CriminalBehaviour,Physical/Verbal Agression,1
21448,21448,2016,7,7-Saturday,BOQUEIRÃO,CriminalBehaviour,Robbery,6
21449,21449,2016,7,7-Saturday,BOQUEIRÃO,CriminalBehaviour,Theft,3
21450,21450,2016,7,7-Saturday,CAJURU,CriminalBehaviour,Break-in,2
21451,21451,2016,7,7-Saturday,CAJURU,CriminalBehaviour,Corporal injury,1
21452,21452,2016,7,7-Saturday,CAJURU,CriminalBehaviour,False money,1
21453,21453,2016,7,7-Saturday,CAJURU,CriminalBehaviour,Robbery,1
21454,21454,2016,7,7-Saturday,CAJURU,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21455,21455,2016,7,7-Saturday,CIC,CriminalBehaviour,Agression,1
21456,21456,2016,7,7-Saturday,CIC,CriminalBehaviour,Break-in,4
21457,21457,2016,7,7-Saturday,CIC,CriminalBehaviour,Gunshot,1
21458,21458,2016,7,7-Saturday,MATRIZ,CriminalBehaviour,Agression,1
21459,21459,2016,7,7-Saturday,MATRIZ,CriminalBehaviour,Break-in,1
21460,21460,2016,7,7-Saturday,MATRIZ,CriminalBehaviour,False money,1
21461,21461,2016,7,7-Saturday,MATRIZ,CriminalBehaviour,Gunshot,2
21462,21462,2016,7,7-Saturday,MATRIZ,CriminalBehaviour,Illegal possession,1
21463,21463,2016,7,7-Saturday,MATRIZ,CriminalBehaviour,Illitcit Substance,1
21464,21464,2016,7,7-Saturday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,4
21465,21465,2016,7,7-Saturday,MATRIZ,CriminalBehaviour,Robbery,8
21466,21466,2016,7,7-Saturday,MATRIZ,CriminalBehaviour,Theft,1
21467,21467,2016,7,7-Saturday,PINHEIRINHO,CriminalBehaviour,Agression,1
21468,21468,2016,7,7-Saturday,PINHEIRINHO,CriminalBehaviour,Break-in,5
21469,21469,2016,7,7-Saturday,PINHEIRINHO,CriminalBehaviour,Physical/Verbal Agression,1
21470,21470,2016,7,7-Saturday,PINHEIRINHO,CriminalBehaviour,Robbery,3
21471,21471,2016,7,7-Saturday,PORTÃO,CriminalBehaviour,Extortion,1
21472,21472,2016,7,7-Saturday,PORTÃO,CriminalBehaviour,Physical/Verbal Agression,1
21473,21473,2016,7,7-Saturday,PORTÃO,CriminalBehaviour,Robbery,3
21474,21474,2016,7,7-Saturday,PORTÃO,CriminalBehaviour,Theft,2
21475,21475,2016,7,7-Saturday,SANTA FELICIDADE,CriminalBehaviour,Agression,1
21476,21476,2016,7,7-Saturday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,2
21477,21477,2016,7,7-Saturday,SANTA FELICIDADE,CriminalBehaviour,Robbery,1
21478,21478,2016,7,7-Saturday,SANTA FELICIDADE,CriminalBehaviour,Sexual harassment,1
21479,21479,2016,7,7-Saturday,TATUQUARA,CriminalBehaviour,Robbery,1
21480,21480,2016,8,1-Sunday,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,1
21481,21481,2016,8,1-Sunday,BAIRRO NOVO,CriminalBehaviour,Theft,1
21482,21482,2016,8,1-Sunday,BOA VISTA,CriminalBehaviour,Agression,1
21483,21483,2016,8,1-Sunday,BOA VISTA,CriminalBehaviour,Break-in,2
21484,21484,2016,8,1-Sunday,BOA VISTA,CriminalBehaviour,Physical/Verbal Agression,1
21485,21485,2016,8,1-Sunday,BOA VISTA,CriminalBehaviour,Robbery,2
21486,21486,2016,8,1-Sunday,BOA VISTA,CriminalBehaviour,Theft,1
21487,21487,2016,8,1-Sunday,BOA VISTA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
21488,21488,2016,8,1-Sunday,BOQUEIRÃO,CriminalBehaviour,Break-in,3
21489,21489,2016,8,1-Sunday,BOQUEIRÃO,CriminalBehaviour,Robbery,6
21490,21490,2016,8,1-Sunday,CAJURU,CriminalBehaviour,Agression,1
21491,21491,2016,8,1-Sunday,CAJURU,CriminalBehaviour,Break-in,1
21492,21492,2016,8,1-Sunday,CAJURU,CriminalBehaviour,Corporal injury,1
21493,21493,2016,8,1-Sunday,CAJURU,CriminalBehaviour,Physical/Verbal Agression,1
21494,21494,2016,8,1-Sunday,CAJURU,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21495,21495,2016,8,1-Sunday,CIC,CriminalBehaviour,Break-in,2
21496,21496,2016,8,1-Sunday,CIC,CriminalBehaviour,Illitcit Substance,1
21497,21497,2016,8,1-Sunday,CIC,CriminalBehaviour,Physical/Verbal Agression,1
21498,21498,2016,8,1-Sunday,CIC,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21499,21499,2016,8,1-Sunday,MATRIZ,CriminalBehaviour,Break-in,4
21500,21500,2016,8,1-Sunday,MATRIZ,CriminalBehaviour,Illitcit Substance,1
21501,21501,2016,8,1-Sunday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,2
21502,21502,2016,8,1-Sunday,MATRIZ,CriminalBehaviour,Robbery,7
21503,21503,2016,8,1-Sunday,PINHEIRINHO,CriminalBehaviour,Break-in,1
21504,21504,2016,8,1-Sunday,PINHEIRINHO,CriminalBehaviour,Illitcit Substance,1
21505,21505,2016,8,1-Sunday,PINHEIRINHO,CriminalBehaviour,Physical/Verbal Agression,1
21506,21506,2016,8,1-Sunday,PINHEIRINHO,CriminalBehaviour,Robbery,2
21507,21507,2016,8,1-Sunday,PINHEIRINHO,CriminalBehaviour,Theft,1
21508,21508,2016,8,1-Sunday,PORTÃO,CriminalBehaviour,Break-in,4
21509,21509,2016,8,1-Sunday,PORTÃO,CriminalBehaviour,Maltreatment,1
21510,21510,2016,8,1-Sunday,PORTÃO,CriminalBehaviour,Physical/Verbal Agression,1
21511,21511,2016,8,1-Sunday,PORTÃO,CriminalBehaviour,Robbery,2
21512,21512,2016,8,1-Sunday,PORTÃO,CriminalBehaviour,Theft,1
21513,21513,2016,8,1-Sunday,SANTA FELICIDADE,CriminalBehaviour,Break-in,1
21514,21514,2016,8,1-Sunday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,1
21515,21515,2016,8,1-Sunday,SANTA FELICIDADE,CriminalBehaviour,Robbery,1
21516,21516,2016,8,2-Monday,BAIRRO NOVO,CriminalBehaviour,Agression,1
21517,21517,2016,8,2-Monday,BAIRRO NOVO,CriminalBehaviour,Gunshot,1
21518,21518,2016,8,2-Monday,BAIRRO NOVO,CriminalBehaviour,Physical/Verbal Agression,1
21519,21519,2016,8,2-Monday,BAIRRO NOVO,CriminalBehaviour,Robbery,4
21520,21520,2016,8,2-Monday,BOA VISTA,CriminalBehaviour,Gunshot,1
21521,21521,2016,8,2-Monday,BOA VISTA,CriminalBehaviour,Misuse of transport card,1
21522,21522,2016,8,2-Monday,BOA VISTA,CriminalBehaviour,Physical/Verbal Agression,1
21523,21523,2016,8,2-Monday,BOA VISTA,CriminalBehaviour,Robbery,4
21524,21524,2016,8,2-Monday,BOA VISTA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21525,21525,2016,8,2-Monday,BOQUEIRÃO,CriminalBehaviour,Irregular Construction,1
21526,21526,2016,8,2-Monday,BOQUEIRÃO,CriminalBehaviour,Robbery,3
21527,21527,2016,8,2-Monday,BOQUEIRÃO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
21528,21528,2016,8,2-Monday,CAJURU,CriminalBehaviour,Illitcit Substance,1
21529,21529,2016,8,2-Monday,CAJURU,CriminalBehaviour,Robbery,2
21530,21530,2016,8,2-Monday,CAJURU,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
21531,21531,2016,8,2-Monday,CIC,CriminalBehaviour,Physical/Verbal Agression,1
21532,21532,2016,8,2-Monday,CIC,CriminalBehaviour,Robbery,3
21533,21533,2016,8,2-Monday,MATRIZ,CriminalBehaviour,Agression,1
21534,21534,2016,8,2-Monday,MATRIZ,CriminalBehaviour,Break-in,2
21535,21535,2016,8,2-Monday,MATRIZ,CriminalBehaviour,Illitcit Substance,4
21536,21536,2016,8,2-Monday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,4
21537,21537,2016,8,2-Monday,MATRIZ,CriminalBehaviour,Robbery,8
21538,21538,2016,8,2-Monday,MATRIZ,CriminalBehaviour,Sexual harassment,1
21539,21539,2016,8,2-Monday,MATRIZ,CriminalBehaviour,Theft,2
21540,21540,2016,8,2-Monday,PINHEIRINHO,CriminalBehaviour,Agression,1
21541,21541,2016,8,2-Monday,PINHEIRINHO,CriminalBehaviour,Gunshot,1
21542,21542,2016,8,2-Monday,PINHEIRINHO,CriminalBehaviour,Obscene/libelous acts,1
21543,21543,2016,8,2-Monday,PINHEIRINHO,CriminalBehaviour,Robbery,3
21544,21544,2016,8,2-Monday,PORTÃO,CriminalBehaviour,Agression,1
21545,21545,2016,8,2-Monday,PORTÃO,CriminalBehaviour,Break-in,2
