,index,year,month,week_day,weekDay_rads,categories,problem_type_1,count
6855,6855,2016,6,2-Monday,3.365992128846207,CriminalBehaviour,Fishing in Prohibited Places,1
6856,6856,2016,6,2-Monday,3.365992128846207,CriminalBehaviour,Gunshot,2
6857,6857,2016,6,2-Monday,3.365992128846207,CriminalBehaviour,Illitcit Substance,11
6858,6858,2016,6,2-Monday,3.365992128846207,CriminalBehaviour,Irregular Construction,1
6859,6859,2016,6,2-Monday,3.365992128846207,CriminalBehaviour,Obscene/libelous acts,4
6860,6860,2016,6,2-Monday,3.365992128846207,CriminalBehaviour,Physical/Verbal Agression,4
6861,6861,2016,6,2-Monday,3.365992128846207,CriminalBehaviour,Robbery,50
6862,6862,2016,6,2-Monday,3.365992128846207,CriminalBehaviour,Sexual harassment,1
6863,6863,2016,6,2-Monday,3.365992128846207,CriminalBehaviour,Theft,4
6864,6864,2016,6,2-Monday,3.365992128846207,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
6865,6865,2016,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Agression,4
6866,6866,2016,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Break-in,2
6867,6867,2016,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Child grooming/enticement,1
6868,6868,2016,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Corporal injury,1
6869,6869,2016,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Gunshot,1
6870,6870,2016,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Illitcit Substance,9
6871,6871,2016,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Irregular Construction,1
6872,6872,2016,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Physical/Verbal Agression,5
6873,6873,2016,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Robbery,37
6874,6874,2016,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Sexual harassment,2
6875,6875,2016,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Theft,7
6876,6876,2016,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
6877,6877,2016,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Agression,4
6878,6878,2016,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Break-in,10
6879,6879,2016,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Gang-sacking/pillaging,2
6880,6880,2016,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Gunshot,9
6881,6881,2016,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Illegal possession,1
6882,6882,2016,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Illitcit Substance,15
6883,6883,2016,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Misuse of transport card,1
6884,6884,2016,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Obscene/libelous acts,2
6885,6885,2016,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Robbery,37
6886,6886,2016,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Sexual harassment,1
6887,6887,2016,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Theft,2
6888,6888,2016,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
6889,6889,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Agression,3
6890,6890,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Break-in,6
6891,6891,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Gambling,1
6892,6892,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Gunshot,1
6893,6893,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Illegal possession,1
6894,6894,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Illitcit Substance,17
6895,6895,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1
6896,6896,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Misuse of transport card,1
6897,6897,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Obscene/libelous acts,2
6898,6898,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Physical/Verbal Agression,10
6899,6899,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Robbery,48
6900,6900,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Sexual harassment,2
6901,6901,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Theft,13
6902,6902,2016,6,5-Thursday,6.058785831923172,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
6903,6903,2016,6,6-Friday,0.6731984257692414,CriminalBehaviour,Abuse of incapacitated persons,1
6904,6904,2016,6,6-Friday,0.6731984257692414,CriminalBehaviour,Agression,3
6905,6905,2016,6,6-Friday,0.6731984257692414,CriminalBehaviour,Break-in,9
6906,6906,2016,6,6-Friday,0.6731984257692414,CriminalBehaviour,Corporal injury,1
6907,6907,2016,6,6-Friday,0.6731984257692414,CriminalBehaviour,Fishing in Prohibited Places,1
6908,6908,2016,6,6-Friday,0.6731984257692414,CriminalBehaviour,Gunshot,3
6909,6909,2016,6,6-Friday,0.6731984257692414,CriminalBehaviour,Illitcit Substance,17
6910,6910,2016,6,6-Friday,0.6731984257692414,CriminalBehaviour,Obscene/libelous acts,1
6911,6911,2016,6,6-Friday,0.6731984257692414,CriminalBehaviour,Physical/Verbal Agression,5
6912,6912,2016,6,6-Friday,0.6731984257692414,CriminalBehaviour,Robbery,28
6913,6913,2016,6,6-Friday,0.6731984257692414,CriminalBehaviour,Theft,3
6914,6914,2016,6,6-Friday,0.6731984257692414,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
6915,6915,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Agression,7
6916,6916,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Break-in,12
6917,6917,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Corporal injury,1
6918,6918,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Environmental crime,1
6919,6919,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Gang-sacking/pillaging,1
6920,6920,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Gunshot,1
6921,6921,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Illegal possession,2
6922,6922,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Illitcit Substance,7
6923,6923,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Misuse of transport card,1
6924,6924,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Obscene/libelous acts,3
6925,6925,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Physical/Verbal Agression,9
6926,6926,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Robbery,27
6927,6927,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Sexual harassment,1
6928,6928,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Theft,3
6929,6929,2016,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
6930,6930,2016,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Agression,6
6931,6931,2016,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Break-in,20
6932,6932,2016,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Corporal injury,1
6933,6933,2016,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Crime against individual liberty,1
6934,6934,2016,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Fishing in Prohibited Places,1
6935,6935,2016,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Gang-sacking/pillaging,1
6936,6936,2016,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Gunshot,1
6937,6937,2016,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Illitcit Substance,8
6938,6938,2016,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Physical/Verbal Agression,4
6939,6939,2016,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Robbery,24
6940,6940,2016,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Theft,9
6941,6941,2016,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
6942,6942,2016,7,2-Monday,3.365992128846207,CriminalBehaviour,Break-in,6
6943,6943,2016,7,2-Monday,3.365992128846207,CriminalBehaviour,Environmental crime,1
6944,6944,2016,7,2-Monday,3.365992128846207,CriminalBehaviour,Illitcit Substance,10
6945,6945,2016,7,2-Monday,3.365992128846207,CriminalBehaviour,Obscene/libelous acts,1
6946,6946,2016,7,2-Monday,3.365992128846207,CriminalBehaviour,Physical/Verbal Agression,4
6947,6947,2016,7,2-Monday,3.365992128846207,CriminalBehaviour,Robbery,32
6948,6948,2016,7,2-Monday,3.365992128846207,CriminalBehaviour,Sexual harassment,1
6949,6949,2016,7,2-Monday,3.365992128846207,CriminalBehaviour,Theft,4
6950,6950,2016,7,2-Monday,3.365992128846207,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
6951,6951,2016,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Agression,3
6952,6952,2016,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Break-in,7
6953,6953,2016,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Gunshot,1
6954,6954,2016,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Illitcit Substance,5
6955,6955,2016,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Obscene/libelous acts,1
6956,6956,2016,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Physical/Verbal Agression,6
6957,6957,2016,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Robbery,30
6958,6958,2016,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Sexual harassment,1
6959,6959,2016,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Theft,2
6960,6960,2016,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,4
6961,6961,2016,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Agression,2
6962,6962,2016,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Break-in,7
6963,6963,2016,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Corruption of minors,1
6964,6964,2016,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Environmental crime,1
6965,6965,2016,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Illitcit Substance,13
6966,6966,2016,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Obscene/libelous acts,3
6967,6967,2016,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Physical/Verbal Agression,5
6968,6968,2016,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Rape,1
6969,6969,2016,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Robbery,36
6970,6970,2016,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Theft,4
6971,6971,2016,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
6972,6972,2016,7,5-Thursday,6.058785831923172,CriminalBehaviour,Agression,3
6973,6973,2016,7,5-Thursday,6.058785831923172,CriminalBehaviour,Break-in,6
6974,6974,2016,7,5-Thursday,6.058785831923172,CriminalBehaviour,Corporal injury,3
6975,6975,2016,7,5-Thursday,6.058785831923172,CriminalBehaviour,Gunshot,1
6976,6976,2016,7,5-Thursday,6.058785831923172,CriminalBehaviour,Illitcit Substance,11
6977,6977,2016,7,5-Thursday,6.058785831923172,CriminalBehaviour,Obscene/libelous acts,1
6978,6978,2016,7,5-Thursday,6.058785831923172,CriminalBehaviour,Physical/Verbal Agression,3
6979,6979,2016,7,5-Thursday,6.058785831923172,CriminalBehaviour,Robbery,30
6980,6980,2016,7,5-Thursday,6.058785831923172,CriminalBehaviour,Theft,2
6981,6981,2016,7,5-Thursday,6.058785831923172,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,5
6982,6982,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,Abuse of incapacitated persons,1
6983,6983,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,Agression,1
6984,6984,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,Break-in,7
6985,6985,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,Gunshot,1
6986,6986,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,Illitcit Substance,15
6987,6987,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,Irregular Construction,1
6988,6988,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,Obscene/libelous acts,1
6989,6989,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,Physical/Verbal Agression,4
6990,6990,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,Robbery,37
6991,6991,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,Sexual harassment,2
6992,6992,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,Theft,6
6993,6993,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
6994,6994,2016,7,6-Friday,0.6731984257692414,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",1
6995,6995,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Agression,7
6996,6996,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Break-in,15
6997,6997,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Corporal injury,1
6998,6998,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Extortion,1
6999,6999,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,False money,2
7000,7000,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Gunshot,3
7001,7001,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Illegal possession,1
7002,7002,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Illitcit Substance,6
7003,7003,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Obscene/libelous acts,1
7004,7004,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Physical/Verbal Agression,8
7005,7005,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Robbery,33
7006,7006,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Sexual harassment,1
7007,7007,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Theft,6
7008,7008,2016,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,3
7009,7009,2016,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Agression,2
7010,7010,2016,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Break-in,18
7011,7011,2016,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Corporal injury,1
7012,7012,2016,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Illitcit Substance,5
7013,7013,2016,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Maltreatment,1
7014,7014,2016,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Physical/Verbal Agression,7
7015,7015,2016,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Robbery,20
7016,7016,2016,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Theft,4
7017,7017,2016,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,4
7018,7018,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Agression,4
7019,7019,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Break-in,4
7020,7020,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Environmental crime,1
7021,7021,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Gunshot,4
7022,7022,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Illitcit Substance,8
7023,7023,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Irregular Construction,1
7024,7024,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Misuse of transport card,1
7025,7025,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Obscene/libelous acts,2
7026,7026,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Physical/Verbal Agression,7
7027,7027,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Robbery,35
7028,7028,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Sexual harassment,1
7029,7029,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Theft,4
7030,7030,2016,8,2-Monday,3.365992128846207,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,5
7031,7031,2016,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Agression,6
7032,7032,2016,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Break-in,9
7033,7033,2016,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Crime against individual liberty,1
7034,7034,2016,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Environmental crime,1
7035,7035,2016,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Gang-sacking/pillaging,1
7036,7036,2016,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Gunshot,2
7037,7037,2016,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Illitcit Substance,15
7038,7038,2016,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Maltreatment,1
7039,7039,2016,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Physical/Verbal Agression,7
7040,7040,2016,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Robbery,39
7041,7041,2016,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Theft,7
7042,7042,2016,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,4
7043,7043,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Agression,6
7044,7044,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Break-in,12
7045,7045,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Corporal injury,1
7046,7046,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Environmental crime,1
7047,7047,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Gambling,1
7048,7048,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Gunshot,3
7049,7049,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Illegal possession,1
7050,7050,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Illitcit Substance,23
7051,7051,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Misuse of transport card,1
7052,7052,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Obscene/libelous acts,1
7053,7053,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Physical/Verbal Agression,9
7054,7054,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Robbery,31
7055,7055,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Theft,6
7056,7056,2016,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,6
7057,7057,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Agression,3
7058,7058,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Break-in,6
7059,7059,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Corporal injury,3
7060,7060,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Environmental crime,2
7061,7061,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Fishing in Prohibited Places,1
7062,7062,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Gang-sacking/pillaging,1
7063,7063,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Gunshot,3
7064,7064,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Illitcit Substance,17
7065,7065,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Murder,1
7066,7066,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Obscene/libelous acts,1
7067,7067,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Physical/Verbal Agression,4
7068,7068,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Robbery,25
7069,7069,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Theft,6
7070,7070,2016,8,5-Thursday,6.058785831923172,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
7071,7071,2016,8,6-Friday,0.6731984257692414,CriminalBehaviour,Agression,5
7072,7072,2016,8,6-Friday,0.6731984257692414,CriminalBehaviour,Break-in,9
7073,7073,2016,8,6-Friday,0.6731984257692414,CriminalBehaviour,Fishing in Prohibited Places,2
7074,7074,2016,8,6-Friday,0.6731984257692414,CriminalBehaviour,Gunshot,2
7075,7075,2016,8,6-Friday,0.6731984257692414,CriminalBehaviour,Illegal possession,1
7076,7076,2016,8,6-Friday,0.6731984257692414,CriminalBehaviour,Illitcit Substance,15
7077,7077,2016,8,6-Friday,0.6731984257692414,CriminalBehaviour,Obscene/libelous acts,3
7078,7078,2016,8,6-Friday,0.6731984257692414,CriminalBehaviour,Physical/Verbal Agression,4
7079,7079,2016,8,6-Friday,0.6731984257692414,CriminalBehaviour,Rape,1
7080,7080,2016,8,6-Friday,0.6731984257692414,CriminalBehaviour,Robbery,29
7081,7081,2016,8,6-Friday,0.6731984257692414,CriminalBehaviour,Theft,9
7082,7082,2016,8,6-Friday,0.6731984257692414,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,6
7083,7083,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Agression,4
7084,7084,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Break-in,12
7085,7085,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Corporal injury,2
7086,7086,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,False money,1
7087,7087,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Fishing in Prohibited Places,2
7088,7088,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Illegal possession,1
7089,7089,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Illitcit Substance,7
7090,7090,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Irregular Construction,1
7091,7091,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Obscene/libelous acts,1
7092,7092,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Physical/Verbal Agression,6
7093,7093,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Robbery,19
7094,7094,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Theft,4
7095,7095,2016,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,1
7096,7096,2016,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Agression,3
7097,7097,2016,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Break-in,11
7098,7098,2016,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Corporal injury,1
7099,7099,2016,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Fishing in Prohibited Places,1
7100,7100,2016,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Gunshot,2
7101,7101,2016,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Illegal possession,1
7102,7102,2016,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Illitcit Substance,5
7103,7103,2016,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Obscene/libelous acts,1
7104,7104,2016,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Physical/Verbal Agression,6
7105,7105,2016,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Robbery,31
7106,7106,2016,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Theft,4
7107,7107,2016,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,5
7108,7108,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
7109,7109,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Agression,2
7110,7110,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Break-in,6
7111,7111,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Crime against individual liberty,1
7112,7112,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Extortion,1
7113,7113,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Gang-sacking/pillaging,1
7114,7114,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Gunshot,1
7115,7115,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Illegal possession,1
7116,7116,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Illitcit Substance,15
7117,7117,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Misuse of transport card,1
7118,7118,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Obscene/libelous acts,1
7119,7119,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Physical/Verbal Agression,3
7120,7120,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Robbery,29
7121,7121,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Sexual harassment,2
7122,7122,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Theft,5
7123,7123,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
7124,7124,2016,9,2-Monday,3.365992128846207,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,3
7125,7125,2016,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Agression,1
7126,7126,2016,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Break-in,6
7127,7127,2016,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Illitcit Substance,7
7128,7128,2016,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Misuse of transport card,1
7129,7129,2016,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Obscene/libelous acts,1
7130,7130,2016,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Physical/Verbal Agression,4
7131,7131,2016,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Robbery,26
7132,7132,2016,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Theft,7
7133,7133,2016,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,2
7134,7134,2016,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Abuse of incapacitated persons,1
7135,7135,2016,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Agression,2
7136,7136,2016,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Break-in,11
7137,7137,2016,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Corporal injury,2
7138,7138,2016,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Crime against individual liberty,1
7139,7139,2016,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Illitcit Substance,7
7140,7140,2016,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Physical/Verbal Agression,3
7141,7141,2016,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Robbery,44
7142,7142,2016,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Sexual harassment,1
7143,7143,2016,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Theft,4
7144,7144,2016,9,5-Thursday,6.058785831923172,CriminalBehaviour,Agression,3
7145,7145,2016,9,5-Thursday,6.058785831923172,CriminalBehaviour,Break-in,8
7146,7146,2016,9,5-Thursday,6.058785831923172,CriminalBehaviour,Environmental crime,1
7147,7147,2016,9,5-Thursday,6.058785831923172,CriminalBehaviour,Illitcit Substance,8
7148,7148,2016,9,5-Thursday,6.058785831923172,CriminalBehaviour,Murder,1
7149,7149,2016,9,5-Thursday,6.058785831923172,CriminalBehaviour,Physical/Verbal Agression,5
